"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-06-03 10:41:29","2019-06-03 10:45:29","0","100","239","1","2019-06-03 10:45:30","R_3O31VYL1SOosGOj",NA,NA,NA,NA,"46.5370025634765625","6.6045989990234375","anonymous","DE","0","0","2.302","0","1","Firefox","48.0","Windows NT 10.0","1366x768","0",NA,"1","35","2","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","106","1","106","1","10","10","5","14","5","5","5","5","5","2","1","3","4","5","6","1,2,3","-99","1,2,3","-99","CDFGHJK","Qual2380-2904Switz","5cf4dd23-71e3-a64d-ec0f-e1d4e39cfec3","H",NA,NA,"0",NA,"239",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 12:13:28","2019-06-03 12:19:46","0","100","377","1","2019-06-03 12:19:47","R_2rSB24iY9AZp1fj",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","DE","0","0","1.008","0","1","Firefox","48.0","Windows NT 6.3","1366x768","0",NA,"0","37","3","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","110","1","88","1","10","10","5","14","5","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf4f2ad-ab49-831e-975f-0fd2be12b6e6","H",NA,NA,"0",NA,"377",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 12:16:41","2019-06-03 12:23:22","0","100","401","1","2019-06-03 12:23:23","R_UlTHYFEm2z4CrEl",NA,NA,NA,NA,"47.3717041015625","8.0796966552734375","anonymous","DE","0","0","1.112","0","1","Firefox","67.0","Macintosh","1920x1080","0",NA,"1","68","1","2","2","1","1","0","-99","1","0","-99","1,4","-99","0","-99","1","1","1","1","3","9","5","4","1","1","1","1","1","2","4","3","5","6","1","5,6,7","-99","1,3,6","-99","-99","Qual2380-2904Switz","5cf4f379-6939-ba7c-3fe4-e16575874c51","H",NA,NA,"0","True","401",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 13:15:41","2019-06-03 13:24:15","0","100","513","1","2019-06-03 13:24:16","R_1giM3SGuBTAylMC",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","DE","0","0","1.008","0","1","Chrome","52.2743.82","Windows NT 6.1","1366x768","0",NA,"0","36","2","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","110","1","105","1","10","10","4","15","5","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","3,4,6","-99","Vielen Dank","Qual2380-2904Switz","5cf50147-d0e8-7d8e-9f18-58a922f6c697","H",NA,NA,"0",NA,"513",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 13:51:41","2019-06-03 13:55:36","0","100","234","1","2019-06-03 13:55:36","R_YVLlVOXzNkg7iNP",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.12","0","1","Safari iPhone","12.1","iPhone","320x568","0",NA,"1","53","1","3","4","1","1","2","-99","1","5","-99","1","-99","1,2","-99","3","2","3","2","1","2","1","1","3","3","3","3","3","5","1","6","4","2","3","2","-99","2,8","-99","-99","Qual2380-2904Switz","5cf509c1-6b9c-98cb-b3d4-d588ad1de972","H",NA,NA,"0","True","234",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:20:12","2019-06-03 14:24:16","0","100","243","1","2019-06-03 14:24:17","R_1IirS0niBYAfAHo",NA,NA,NA,NA,"47.3480987548828125","7.9463958740234375","anonymous","DE","0","0","1.012","0","1","Firefox","67.0","Windows NT 10.0","1920x1080","0",NA,"0","37","18","2","3","1","1","2","-99","1","8","Benzin","0","-99","1","-99","5","1","1","1","-1","-1","5","5","4","4","4","3","3","2","1","4","3","5","6","3,4","-99","2,5,6","-99","-99","Qual2380-2904Switz","5cf5104e-9107-c93a-1db3-2b7b5a125c1c","H",NA,NA,"0",NA,"243",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:20:00","2019-06-03 14:29:13","0","100","552","1","2019-06-03 14:29:13","R_ebKmfA6cu2NmPVD",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","EN-GB","0","0","1.02","0","1","Chrome","74.0.3729.157","Android 8.1.0","360x640","1","0","0","26","6","6","-2","1","1","1","-99","1","0","-99","2,4","-99","1","-99","2","2","16","1","2","10","4","2","3","1","-1","1","1","1","5","2","3","4","6","1,3,4","-99","1,2,6","-99","-99","Qual2380-2904Switz","5cf5106a-6946-a059-14c0-dc4ba7d6750e","H",NA,NA,"0","True","552",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:01:57","2019-06-03 14:32:52","0","100","1854","1","2019-06-03 14:32:52","R_3DvGQO2yDXhAqre",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.348","0","1","MSIE","11.0","Windows NT 6.1","1536x960","0",NA,"0","55","25","2","8","1","1","4","-99","1","4","-99","2,4","-99","1","-99","1","2","8","2","1","-1","3","6","1","1","3","3","2","2","3","1","5","4","6","1,2,3","-99","3,6,8","-99","-99","Qual2380-2904Switz","5cf50c2a-a87c-135b-8619-3a3cba68738b","H",NA,NA,"0","True","1854",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:41:47","2019-06-03 14:44:56","0","100","189","1","2019-06-03 14:44:57","R_1Lp2Q1UaqdoyNxs",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.024","0","1","Firefox","51.0","Windows NT 6.1","1366x768","0",NA,"0","35","3","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","109","1","35","1","10","10","5","14","4","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf5153d-9d91-7950-d761-23bdfed1c33e","H",NA,NA,"0",NA,"189",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:52:26","2019-06-03 14:58:40","0","100","374","1","2019-06-03 14:58:41","R_0ixoYRU5M0AePGp",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","DE","0","0","1.01","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","0",NA,"1","21","25","2","5","1","1","1,5,6,7","-99","1","0","-99","2,4,8","-99","6","-99","3","2","3","2","2","6","4","2","4","4","4","3","3","2","3","1","4","5","6","5,6,7","-99","1,4,7","-99","Elektroautos werden immer mehr populär","Qual2380-2904Switz","5cf51805-3a0d-1d0f-9761-e2870c12f05d","H",NA,NA,"0","True","374",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 14:55:35","2019-06-03 15:03:55","0","100","500","1","2019-06-03 15:03:56","R_1pomiz5xPOQ9UvL",NA,NA,NA,NA,"47.1920928955078125","7.395904541015625","anonymous","FR","0","0","1.12","0","1","Edge","17.17134","Windows NT 10.0","1920x1080","0",NA,"1","54","6","3","8","1","1","2,6","-99","1","2","-99","1,7","-99","1","-99","3","1","3","2","8","8","4","3","3","3","3","2","2","6","4","1","3","5","2","1,6,7","-99","1,2","-99","kein","Qual2380-2904Switz","5cf518b8-adff-8def-1471-33fa33ae2a77","H",NA,NA,"0","True","500",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:09:56","2019-06-03 15:25:21","0","100","924","1","2019-06-03 15:25:21","R_QcuvO7bCI8P7Mrv",NA,NA,NA,NA,"47.403594970703125","7.12420654296875","anonymous","DE","0","0","1.026","0","1","Firefox","50.0","Windows NT 6.1","1366x768","0",NA,"0","35","3","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","110","1","48","1","10","9","5","14","4","5","5","5","5","1","2","3","4","5","6","1,2,5","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf51c11-36f6-6d4e-19d9-fb0c112fd813","H",NA,NA,"0",NA,"924",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:14:01","2019-06-03 15:25:43","0","100","702","1","2019-06-03 15:25:44","R_1d64FyK7kY472Q2",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.022","0","1","Chrome","52.0.2743.75","Windows NT 6.1","1366x768","0",NA,"0","36","2","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","42","1","37","1","10","10","5","14","5","5","4","4","5","1","2","3","4","5","6","1,2,3","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf51d04-efd0-dad1-1420-cc354d72a0fb","H",NA,NA,"0",NA,"702",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:27:06","2019-06-03 15:31:55","0","100","289","1","2019-06-03 15:31:56","R_1CrJrxzqGQViwr3",NA,NA,NA,NA,"46.979705810546875","7.458099365234375","anonymous","DE","0","0","1.162","0","1","Edge","17.17134","Windows NT 10.0","1920x1200","0",NA,"1","52","25","1","-2","1","1","0","-99","2","0","-99","1,2,4","-99","1","-99","76","1","71","1","-1","-1","-1","1","1","1","1","1","1","1","5","2","3","4","6","8","-99","9","-99","-99","Qual2380-2904Switz","5cf51e59-d83b-66c9-b245-0b1fc93d0b8c","H",NA,NA,"0","True","289",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:30:50","2019-06-03 15:41:33","0","100","643","1","2019-06-03 15:41:34","R_XBLPMUKO0UixYT7",NA,NA,NA,NA,"47.050506591796875","8.306396484375","anonymous","DE","0","0","1.012","0","1","Chrome","52.0.2743.82","Windows NT 6.1","1366x768","0",NA,"0","36","3","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","56","1","105","1","8","8","5","13","5","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","3,4,5","-99","Vielen Dank","Qual2380-2904Switz","5cf520f7-5fae-5da4-8c60-d5069efda99a","H",NA,NA,"0",NA,"643",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:34:20","2019-06-03 15:42:06","0","100","465","1","2019-06-03 15:42:07","R_2D1Y7xyuXitm3TE",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.127","0","1","Chrome","51.0.2704.106","Windows NT 6.3","1366x768","0",NA,"0","35","4","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","19","1","41","1","10","9","5","13","5","5","4","5","4","2","1","3","4","5","6","1,2,3","-99","3,4,5","-99","Vielen Dank","Qual2380-2904Switz","5cf521ca-46e0-74e6-4841-a15d424ac52e","H",NA,NA,"0",NA,"465",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 15:48:50","2019-06-03 15:56:07","0","100","437","1","2019-06-03 15:56:08","R_1dK24EheAACPDb4",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","DE","0","0","1.009","0","1","Chrome","52.0.2743.75","Windows NT 6.3","1366x768","0",NA,"0","36","13","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","19","1","44","1","10","9","5","14","5","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf52530-e982-ac62-1d01-b9cdf7f29e86","H",NA,NA,"0",NA,"437",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 16:32:41","2019-06-03 16:43:42","0","100","660","1","2019-06-03 16:43:43","R_27x3xbDbibon50K",NA,NA,NA,NA,"59.3307037353515625","18.0717926025390625","anonymous","DE","0","0","1.01","0","1","Firefox","45.0","Windows NT 6.1","1366x768","0",NA,"0","35","3","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","40","1","81","1","10","9","5","14","5","4","5","5","4","1","2","3","4","5","6","1,2,3","-99","1,2,3","-99","Vielen Dank","Qual2380-2904Switz","5cf52f71-6aea-24fa-c6ca-c444b8293304","H",NA,NA,"0",NA,"660",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 17:21:00","2019-06-03 17:24:53","0","100","232","1","2019-06-03 17:24:54","R_2Bxty55NYXibIi1",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.024","0","1","Safari iPhone","Unknown","iPhone","414x896","0",NA,"0","27","23","4","3","1","1","7","-99","2","6","-99","6","-99","8","-99","64","2","5","2","8","8","3","10","3","3","3","3","5","1","2","4","6","5","3","4","-99","8","-99","removed: personal data","Qual2380-2904Switz","5cf53ad6-8818-2d6c-dd3b-2be36ec7ef32","H",NA,NA,"0","True","232",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 18:12:58","2019-06-03 18:17:49","0","100","291","1","2019-06-03 18:17:50","R_3RycGDbikiUWqnn",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.023","0","1","Firefox","67.0","Windows NT 6.3","1366x768","0",NA,"1","28","6","4","4","1","1","5,6,7","-99","1","6","-99","3,6","-99","8,5","-99","5","2","3","2","8","8","4","7","4","4","5","4","3","1","3","5","4","6","2","3","-99","8","-99","ok","Qual2380-2904Switz","5cf54701-6cd3-b2ad-e2ba-6228550f93d2","H",NA,NA,"0",NA,"291",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 18:25:55","2019-06-03 18:30:41","0","100","286","1","2019-06-03 18:30:42","R_2Brjoi9N55eEmPU",NA,NA,NA,NA,"47.30999755859375","8.52459716796875","anonymous","FR","0","0","1.015","0","1","Chrome iPad","74.0.3729.155","iPad","768x1024","0",NA,"1","38","23","3","5","1","1","2","-99","2","2,8","-99","1","-99","1","-99","4","1","5","1","6","6","4","4","3","3","3","3","4","3","1","2","4","5","6","2","-99","1,4,6","-99","-99","Qual2380-2904Switz","5cf549ff-e9e4-2326-fc89-311fc7e77a8c","H",NA,NA,"0",NA,"286",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 19:54:18","2019-06-03 19:57:46","0","100","207","1","2019-06-03 19:57:47","R_2xVHOa3SbWBHzp4",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.122","0","1","Safari iPhone","12.1.1","iPhone","375x667","0",NA,"1","19","6","1","2","1","1","1","-99","1","4","-99","2","-99","8","-99","2","1","5","1","6","1","1","1","4","5","1","3","1","5","1","3","2","6","4","1","-99","1","-99","-99","Qual2380-2904Switz","5cf55ebd-f4d1-13ea-5e06-6ab1d30080fd","H",NA,NA,"0","True","207",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 20:03:21","2019-06-03 20:11:32","0","100","491","1","2019-06-03 20:11:33","R_2tKKi5MxqNCUJWg",NA,NA,NA,NA,"47.042694091796875","7.5413970947265625","anonymous","DE","0","0","1.112","0","1","Safari","12.0.3","Macintosh","1280x800","0",NA,"1","37","25","1","7","1","1","1,2,3,7","-99","1","8","Benziner","1,2,3,4","-99","1","-99","3","2","3","2","4","11","4","3","4","3","4","3","3","1","5","2","3","4","6","3,6,7","-99","1,2,3","-99","-99","Qual2380-2904Switz","5cf560da-a5d2-2613-66ea-b4b441a1f218","H",NA,NA,"0","True","491",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 20:14:32","2019-06-03 20:35:28","0","100","1255","1","2019-06-03 20:35:28","R_qDF20ZvZOXqiZA5",NA,NA,NA,NA,"47.4730987548828125","9.511199951171875","anonymous","DE","0","0","2.959","0","1","Firefox","67.0","Windows NT 10.0","1920x1080","0",NA,"0","27","21","3","4","1","1","4","-99","1","3","-99","3","-99","8","-99","2","1","4","1","2","2","4","4","4","4","4","2","4","1","2","3","5","4","6","3","-99","3","-99","sdgffdgdfh","Qual2380-2904Switz","5cf56381-386e-58aa-5f5e-76bf31dcb645","H",NA,NA,"0","True","1255",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-03 23:20:33","2019-06-03 23:23:24","0","100","171","1","2019-06-03 23:23:25","R_3ekuyMkU7Intv0k",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.11","0","1","Safari","10.1.2","Macintosh","1440x900","0",NA,"0","32","23","5","3","1","1","4","-99","2","3","-99","4,6","-99","2,4","-99","4","1","4","1","4","5","3","4","5","2","4","3","1","2","3","1","4","5","6","3","-99","4","-99","je ne sais pas","Qual2380-2904Switz","5cf58f14-e450-874b-38c8-0eea553fdc42","H",NA,NA,"0","True","171",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 00:36:33","2019-06-04 00:39:36","0","100","182","1","2019-06-04 00:39:37","R_2aLeJLAeIxvDLeZ",NA,NA,NA,NA,"46.9739990234375","8.4228057861328125","anonymous","DE","0","0","1.024","0","1","Safari iPhone","12.1.1","iPhone","375x667","0",NA,"1","45","14","1","3","1","1","1","-99","1","1","-99","3","-99","5","-99","4","1","5","1","4","4","4","4","5","5","4","4","3","4","5","1","2","3","6","2,4","-99","1,2","-99","Keine Bemerkung","Qual2380-2904Switz","5cf5a0df-a173-ad73-8f07-a4aa614a2a1c","H",NA,NA,"0",NA,"182",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 00:16:38","2019-06-04 01:27:44","0","100","4266","1","2019-06-04 01:27:45","R_2CWAuYIk16WWuKW",NA,NA,NA,NA,"47.350006103515625","7.9033050537109375","anonymous","DE","0","0","1.138","0","1","Safari iPhone","12.1","iPhone","320x568","0",NA,"1","49","18","1","2","1","1","1,6","-99","1","6","-99","2,4,8,9","Borgen von Freunden","1","-99","3","1","5","1","-1","-1","4","2","3","3","4","3","3","1","3","2","4","5","6","1,2,4","-99","1,2,4","-99","-99","Qual2380-2904Switz","5cf59ad4-73ce-b758-b9e5-2740e2eb2eee","H",NA,NA,"0","True","4266",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 03:45:59","2019-06-04 03:50:15","0","100","256","1","2019-06-04 03:50:16","R_2zC57ftUid02g12",NA,NA,NA,NA,"46.5399017333984375","6.588104248046875","anonymous","EN-GB","0","0","1.01","0","1","Chrome","49.0.2623.112","Windows NT 5.1","1280x1024","0",NA,"1","34","17","3","4","1","1","1","-99","1","1","-99","3","-99","2","-99","7","1","12","1","4","5","5","8","5","5","5","5","5","3","1","2","4","5","6","2","-99","2","-99","mbmbn","Qual2380-2904Switz","5cf5cd39-4839-c4a4-f313-990597889623","H",NA,NA,"0",NA,"256",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 04:04:52","2019-06-04 04:08:55","0","100","243","1","2019-06-04 04:08:56","R_2froOZPvLOjwaFy",NA,NA,NA,NA,"47.697601318359375","8.5742950439453125","anonymous","EN-GB","0.601","0.601","1.747","1","1","Chrome","49.0.2623.112","Windows NT 5.1","1280x1024","0",NA,"1","34","14","3","6","1","1","1","-99","1","1","-99","1","-99","1","-99","8","1","7","1","4","5","5","6","5","5","5","5","5","1","2","3","4","5","6","1","-99","1","-99","jhjh","Qual2380-2904Switz","5cf5d1b2-16f7-26ec-8eaa-a2a839afc30a","H",NA,NA,"0","False","243",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 05:45:42","2019-06-04 05:50:37","0","100","295","1","2019-06-04 05:50:38","R_3fU9MGqhdqrh7XF",NA,NA,NA,NA,"47.39019775390625","8.6909027099609375","anonymous","DE","0","0","1.055","0","1","Chrome","52.0.2743.82","Windows NT 6.1","1366x768","0",NA,"0","35","4","3","9","1","1","1,2,3,4,5,6,7","-99","1","1,2,3,4,5,6,7","-99","1,2,3,4,5,6,7,8","-99","1,2,8,3,4,5,6","-99","110","1","43","1","10","10","5","14","5","5","5","5","5","1","2","3","4","5","6","1,2,3","-99","4,7,8","-99","Vielen Dank","Qual2380-2904Switz","5cf5e947-7cb3-ae55-d2d8-ec4e2c879b56","H",NA,NA,"0",NA,"295",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 08:08:42","2019-06-04 08:15:12","0","100","390","1","2019-06-04 08:15:13","R_27fZmzF8yU9vkmE",NA,NA,NA,NA,"46.8800048828125","7.0406951904296875","anonymous","DE","0","0","1.124","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"1","20","6","2","3","1","1","2,5,6","-99","2","0","-99","1,2,4,6","-99","1","-99","11","1","101","1","2","2","4","7","4","3","3","4","3","1","5","2","4","3","6","2,5,6","-99","2,6,8","-99","-99","Qual2380-2904Switz","5cf60ae3-c73f-5f31-d5eb-199f6ea9b363","H",NA,NA,"0","True","390",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 09:24:50","2019-06-04 09:32:10","0","100","440","1","2019-06-04 09:32:11","R_2R85Zy8EuLoMO6x",NA,NA,NA,NA,"46.929595947265625","6.814697265625","anonymous","FR","0","0","1.008","0","1","Chrome","74.0.3729.108","Windows NT 10.0","1366x768","1","0","1","26","13","2","2","1","1","-1","-99","2","-1","-99","2","-99","0","-99","11","1","11","1","-1","-1","2","1","3","3","2","3","-1","1","5","3","2","4","6","2,4","-99","1,5","-99","-99","Qual2380-2904Switz","5cf61cbc-24b5-fa59-e17c-af528bbe082c","H",NA,NA,"0","True","440",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 10:35:24","2019-06-04 10:39:19","0","100","235","1","2019-06-04 10:39:20","R_1Ka4TCUv02AmAOm",NA,NA,NA,NA,"47.1255035400390625","7.24029541015625","anonymous","DE","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1536x864","0",NA,"1","20","6","5","7","1","1","0","-99","0","0","-99","2,4","-99","1","-99","11","1","1","1","1","1","1","3","4","1","3","4","5","2","3","5","4","1","6","3,4,5","-99","4,5,7","-99","-99","Qual2380-2904Switz","5cf62d47-0627-b1d3-f33b-216eea4d764e","H",NA,NA,"0","True","235",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 11:42:17","2019-06-04 11:52:46","0","100","629","1","2019-06-04 11:52:47","R_1EcbI2hihQ7Wmka",NA,NA,NA,NA,"46.802398681640625","7.15130615234375","anonymous","DE","0","0","1.027","0","1","Safari iPhone","12.1.1","iPhone","375x667","0",NA,"1","54","1","2","3","1","1","3","-99","1","6","-99","2,4,8","-99","0","-99","1","2","4","2","10","10","5","2","3","3","1","1","1","5","4","1","3","2","6","1,2,3","-99","1,2,4","-99","-99","Qual2380-2904Switz","5cf63cf1-60ae-7bc1-1148-fbe674c6d21c","H",NA,NA,"0","True","629",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 11:52:57","2019-06-04 12:03:59","0","100","662","1","2019-06-04 12:04:00","R_3gDT2IebKCYnhjX",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.108","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","0",NA,"1","67","25","2","6","1","1","1","-99","1","2","-99","1,2,3,4,6","-99","6","-99","3","2","14","1","7","6","5","4","4","3","5","5","4","2","3","1","4","5","6","1,4,5","-99","1,5,6","-99","-99","Qual2380-2904Switz","5cf63f67-5244-ad59-57a1-e050a459f10a","H",NA,NA,"0",NA,"662",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 12:07:24","2019-06-04 12:18:06","0","100","641","1","2019-06-04 12:18:06","R_25GjymhOT1cmIVh",NA,NA,NA,NA,"47.21429443359375","7.5845947265625","anonymous","DE","0","0","1.006","0","1","Chrome","74.0.3729.169","Windows NT 6.1","1024x768","0",NA,"1","32","25","4","8","1","1","1","-99","1","3","-99","3,4","-99","8,3","-99","15","2","16","2","5","6","5","10","5","5","5","5","5","2","4","1","5","3","6","1,3,5","-99","2,4,5","-99","-99","Qual2380-2904Switz","5cf642c2-b2c2-1786-db1d-2da858b81221","H",NA,NA,"0",NA,"641",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
